lead_id,company_size,industry,annual_revenue_musd,employee_count,job_title,website_visits_30d,email_opens_30d,email_clicks_30d,demo_requested,days_since_last_activity,deal_stage,lead_source,region,historical_purchase_count,months_since_first_contact,true_conversion_prob,converted,CLV_usd
L100789,Large,Healthcare,370.25,181,Director,3,1,0,0,96,Closed Lost,Referral,North America,0,5,0.0,0,192365.8
L100790,Small,Healthcare,13.77,158,Director,7,2,0,0,61,Lead,LinkedIn,India,0,39,0.01913094325426396,0,7593.46
L100791,Medium,Retail,12.0,139,VP,3,2,1,0,14,Lead,Referral,India,0,56,0.06048353533557185,0,10241.55
L100792,Medium,Finance,76.92,129,Director,6,4,1,0,96,Opportunity,Website,North America,1,23,0.10984109219333095,0,49339.03
L100793,Medium,Retail,3.11,144,Owner,8,4,1,0,127,Lead,Partner,APAC,1,9,0.06490985012150305,0,6142.86
L100794,Small,Software,10.91,154,Director,3,4,0,0,143,Closed Won,LinkedIn,India,1,36,0.0,0,8186.38
L100795,Large,Energy,4.71,142,Director,4,3,2,0,170,MQL,Website,North America,0,7,0.0,0,9339.45
L100796,Large,Retail,22.99,147,CxO,6,3,0,0,110,Opportunity,Partner,APAC,0,24,0.008645195141578355,0,20170.75
L100797,Medium,Manufacturing,7.43,163,Director,5,5,0,0,127,Closed Won,Event,APAC,0,41,0.036534455952701245,0,6350.32
L100798,Medium,Finance,21.76,132,VP,7,5,0,0,89,Lead,Website,India,0,2,0.0,0,13833.49
L100799,Large,Manufacturing,20.25,152,Analyst,10,0,0,1,92,Lead,Event,EMEA,1,22,0.1231131640729291,0,36107.11
L100800,Medium,Energy,26.59,155,CxO,6,3,1,0,148,SQL,Referral,APAC,0,24,0.0,0,14703.7
L100801,Small,Software,20.58,155,Owner,8,5,0,0,94,Opportunity,Referral,India,0,49,0.08768511619110728,0,9473.51
L100802,Medium,Finance,9.74,141,Analyst,3,3,0,0,95,MQL,Referral,APAC,0,53,0.0,0,9015.32
L100803,Medium,Education,3.01,182,Director,5,4,0,0,71,SQL,Event,LATAM,1,38,0.07388380921388844,0,10421.62
L100804,Small,Healthcare,33.42,147,Manager,2,3,1,0,42,Closed Lost,Website,APAC,0,8,0.016201075970355746,0,13914.18
L100805,Medium,Retail,49.85,160,Analyst,6,6,0,0,6,Lead,Partner,EMEA,0,6,0.07573498520583574,1,41703.96
L100806,Large,Manufacturing,4.77,143,VP,6,1,0,0,134,MQL,Partner,APAC,1,53,0.0,0,24951.16
L100807,Large,Software,25.43,135,Manager,1,5,1,0,52,Opportunity,LinkedIn,EMEA,0,31,0.05771929877621031,0,21788.09
L100808,Medium,Healthcare,3.78,136,VP,5,3,0,1,118,Closed Won,Website,North America,0,21,0.06311105128223717,0,6066.17
L100809,Small,Retail,14.93,117,Owner,2,2,0,0,146,MQL,Cold Email,EMEA,0,7,0.0,0,9154.55
L100810,Large,Healthcare,18.35,157,Manager,4,6,0,0,26,SQL,LinkedIn,APAC,0,56,0.11474983925283824,1,48421.99
L100811,Large,Retail,7.95,162,Director,3,6,0,0,147,Closed Won,Partner,North America,0,15,0.0,0,13860.45
L100812,Small,Education,13.4,169,Manager,7,2,0,0,99,Closed Won,Partner,North America,2,42,0.04706250884874753,0,14123.6
L100813,Large,Finance,28.45,158,Owner,4,4,0,0,109,MQL,Website,North America,1,24,0.008897597487773348,0,42642.82
L100814,Large,Healthcare,10.92,145,Analyst,6,0,0,0,158,Closed Lost,Website,North America,0,21,0.0,0,11885.21
L100815,Medium,Healthcare,6.2,145,Manager,9,2,0,0,1,MQL,LinkedIn,APAC,1,46,0.18810695007130646,0,10577.18
L100816,Medium,Healthcare,3.58,152,VP,4,1,2,0,97,SQL,Website,India,0,26,0.04940932257302075,0,391.0
L100817,Small,Finance,8.24,174,Director,4,4,0,0,58,MQL,Cold Email,EMEA,0,13,0.0039561154529239384,0,6718.5
L100818,Small,Software,3.76,154,VP,4,1,0,0,158,Opportunity,Event,India,1,48,0.0,0,0.0
L100819,Small,Retail,8.35,139,Director,4,1,0,0,73,Closed Won,LinkedIn,India,0,14,0.036934187493161116,0,4267.44
L100820,Large,Education,7.65,154,Analyst,5,1,0,0,55,Closed Won,Referral,EMEA,0,35,0.11527397479015318,0,13674.39
L100821,Small,Healthcare,27.22,145,Engineer,9,2,0,0,163,SQL,Event,LATAM,0,12,0.022977692489862735,0,15225.73
L100822,Small,Energy,13.11,155,CxO,3,3,1,0,157,MQL,Event,EMEA,0,23,0.0,0,6284.57
L100823,Small,Finance,155.6,169,Analyst,6,1,1,0,114,Closed Lost,Website,LATAM,1,3,0.0,0,81129.74
L100824,Medium,Software,1.63,134,Owner,4,6,2,0,22,MQL,Website,EMEA,2,20,0.03967629309966759,0,16729.03
L100825,Large,Retail,16.67,142,Analyst,6,5,0,0,38,Closed Won,Website,India,0,26,0.16770640855179747,0,14812.43
L100826,Small,Finance,7.76,149,CxO,3,1,0,0,72,Closed Won,Referral,India,0,30,0.06009871489284998,0,535.6
L100827,Small,Education,4.68,154,VP,8,1,1,0,83,SQL,Event,EMEA,1,57,0.09219455984153901,0,5926.16
L100828,Medium,Education,11.83,151,Analyst,5,2,0,0,98,MQL,Referral,North America,0,18,0.0,0,9277.67
L100829,Medium,Retail,10.97,157,Director,7,3,1,0,69,Lead,Partner,LATAM,0,17,0.0,0,7940.68
L100830,Small,Healthcare,35.8,142,Manager,4,3,0,0,127,MQL,Event,North America,0,50,0.004578156473523415,0,19876.78
L100831,Medium,Education,13.35,151,Analyst,4,3,0,0,117,SQL,LinkedIn,LATAM,1,42,0.041274162639283005,0,10899.64
L100832,Small,Software,6.09,152,CxO,2,2,1,0,164,Closed Won,Referral,India,0,5,0.0,0,5980.93
L100833,Small,Finance,17.02,152,Analyst,7,5,0,0,108,Closed Won,Referral,LATAM,1,9,0.05905386941284926,0,5013.29
L100834,Medium,Software,9.68,156,VP,5,1,0,0,108,Lead,Cold Email,India,0,7,0.0,0,6801.97
L100835,Small,Healthcare,3.95,164,VP,6,1,0,0,58,Lead,Referral,EMEA,0,19,0.025414522277145777,0,2632.72
L100836,Large,Software,9.5,158,VP,8,6,0,0,81,SQL,Referral,EMEA,0,3,0.1179363518955604,0,11887.31
L100837,Small,Software,15.35,152,Director,7,1,1,0,13,MQL,Cold Email,APAC,0,51,0.03684642060817366,0,5765.69
L100838,Medium,Manufacturing,13.1,156,Owner,4,4,0,0,82,Closed Won,Referral,APAC,0,3,0.04457731135881603,0,9084.83
L100839,Medium,Software,16.95,149,Owner,4,2,0,0,50,Closed Lost,Event,EMEA,0,10,0.0,0,11207.04
L100840,Small,Retail,7.2,172,Analyst,3,5,0,0,108,Opportunity,Website,APAC,1,7,0.0,0,5188.43
L100841,Medium,Finance,16.74,162,VP,6,3,0,0,137,Opportunity,Event,EMEA,0,18,0.0,0,9628.91
L100842,Small,Manufacturing,13.74,169,Engineer,9,3,0,0,176,Opportunity,Website,North America,0,32,0.0,0,9230.38
L100843,Large,Finance,13.85,158,Manager,4,4,0,1,52,Closed Won,Cold Email,India,0,20,0.16889630984795345,0,12477.09
L100844,Small,Finance,12.58,151,Owner,8,4,0,0,95,Closed Won,Referral,EMEA,0,16,0.03297793395777511,0,8542.08
L100845,Small,Healthcare,107.35,139,VP,4,0,0,0,88,Opportunity,LinkedIn,APAC,1,53,0.054403915642660165,0,56354.24
L100846,Small,Healthcare,36.97,155,Owner,5,6,1,0,173,Lead,LinkedIn,APAC,1,52,0.0,0,19831.72
L100847,Large,Manufacturing,16.37,132,Director,1,2,0,0,64,Opportunity,Cold Email,APAC,0,37,0.1024048761114678,0,15122.32
L100848,Medium,Education,5.47,143,Manager,3,1,1,0,98,Lead,Cold Email,North America,0,20,0.0,0,5338.25
L100849,Medium,Energy,9.09,147,Manager,5,3,1,0,53,SQL,Cold Email,North America,1,50,0.14060607570251477,0,12772.58
L100850,Small,Healthcare,61.3,147,CxO,1,3,2,0,120,Closed Lost,Event,North America,1,47,0.0,0,35218.97
L100851,Medium,Energy,6.94,148,VP,6,2,0,0,57,Opportunity,Cold Email,EMEA,0,59,0.13684310064281607,0,6649.22
L100852,Small,Healthcare,10.32,134,VP,5,3,0,0,166,Closed Lost,LinkedIn,India,0,57,0.0,0,8221.09
L100853,Large,Healthcare,9.76,151,Analyst,6,0,0,0,90,Opportunity,Referral,North America,1,10,0.10325941656683289,0,33038.0
L100854,Small,Finance,17.6,136,Director,5,2,0,0,73,Lead,Partner,APAC,0,57,0.0,0,7633.03
L100855,Small,Manufacturing,7.87,172,Engineer,4,1,1,0,56,Lead,Cold Email,APAC,0,24,0.0,0,3660.36
L100856,Small,Finance,14.54,135,Analyst,4,4,0,0,97,Closed Lost,Website,North America,0,47,0.0,0,10492.23
L100857,Medium,Retail,8.05,124,Engineer,3,3,0,0,96,Lead,Referral,India,0,43,0.008116535324524304,0,3085.97
L100858,Medium,Finance,45.35,161,CxO,5,6,0,0,151,SQL,Referral,India,0,0,0.022644668937536944,0,22267.24
L100859,Small,Energy,6.13,155,Owner,5,3,1,1,178,Opportunity,Partner,India,1,43,0.022941186158015145,0,9477.03
L100860,Medium,Energy,32.38,136,Owner,3,3,1,0,86,Closed Lost,LinkedIn,APAC,0,22,0.0,0,16741.36
L100861,Medium,Retail,6.79,163,Engineer,5,1,1,0,125,Lead,Referral,EMEA,0,2,0.0,0,7938.14
L100862,Medium,Software,5.19,140,Owner,6,3,0,0,0,Closed Lost,Referral,LATAM,0,17,0.06468168474470609,0,4790.93
L100863,Small,Software,6.04,162,Director,8,3,1,0,10,Closed Lost,Cold Email,North America,1,11,0.09964328206734771,0,5177.34
L100864,Small,Retail,2.2,143,Owner,7,2,0,0,72,SQL,Partner,North America,0,42,0.07901160218924044,0,2375.45
L100865,Medium,Retail,18.89,139,CxO,4,1,1,1,70,SQL,Cold Email,LATAM,0,5,0.12271805655546375,0,8959.6
L100866,Small,Finance,3.8,153,VP,4,6,0,0,70,Closed Won,Partner,LATAM,0,18,0.04692199915970087,0,2088.55
L100867,Small,Retail,8.52,140,Engineer,1,2,0,1,119,Lead,Partner,APAC,0,7,0.0,0,5019.38
L100868,Large,Manufacturing,26.09,149,Director,4,2,0,0,90,Lead,Cold Email,APAC,0,11,0.02601286425119645,0,22344.65
L100869,Large,Software,25.26,161,Director,4,5,1,1,74,Closed Lost,Referral,North America,1,22,0.08629817753058652,0,41219.43
L100870,Small,Software,2.91,157,VP,7,4,0,0,132,Lead,LinkedIn,EMEA,3,7,0.0,0,9158.09
L100871,Small,Education,16.62,133,Owner,4,3,0,0,106,Closed Won,Event,North America,0,3,0.0021434541394332257,0,10694.22
L100872,Medium,Retail,38.11,164,Director,6,2,1,0,11,Lead,Cold Email,North America,2,37,0.14490866569750618,0,32771.18
L100873,Small,Healthcare,6.44,169,CxO,4,3,0,1,90,Lead,Partner,North America,0,5,0.012034692138394018,0,3841.25
L100874,Small,Healthcare,20.36,151,CxO,5,5,2,0,179,SQL,Cold Email,APAC,0,55,0.0,0,11417.62
L100875,Small,Retail,3.88,144,Analyst,3,4,0,0,64,Lead,LinkedIn,North America,1,56,0.0,0,7179.08
L100876,Medium,Manufacturing,17.92,166,Manager,3,6,0,1,135,Opportunity,Referral,EMEA,1,26,0.07218727982882059,0,17992.41
L100877,Medium,Healthcare,13.89,133,VP,4,1,1,0,53,MQL,Event,EMEA,0,21,0.022872535946344884,0,7455.26
L100878,Small,Education,23.6,137,Owner,8,1,0,0,160,Lead,Referral,EMEA,0,57,0.0,0,15729.84
L100879,Small,Energy,22.18,141,Director,6,2,0,0,100,SQL,Partner,North America,0,20,0.03968107963766987,0,12970.98
L100880,Small,Retail,3.15,146,Engineer,5,3,0,0,169,Closed Won,Partner,LATAM,0,57,0.0,0,1379.85
L100881,Medium,Manufacturing,13.96,152,Analyst,7,2,0,0,96,Closed Won,Partner,North America,1,8,0.1397874955623073,0,18073.16
L100882,Small,Manufacturing,52.09,168,CxO,8,1,1,0,67,Closed Lost,Partner,LATAM,1,3,0.07909316726183535,0,23532.45
L100883,Small,Finance,1.37,133,VP,4,1,0,0,34,Closed Lost,Event,North America,0,57,0.09803271212492824,0,0.0
L100884,Medium,Manufacturing,32.04,178,Owner,7,3,0,0,149,MQL,LinkedIn,EMEA,1,28,0.0,0,25075.52
L100885,Small,Healthcare,60.44,154,VP,4,2,0,0,38,SQL,Event,LATAM,1,43,0.10099429019819654,0,32017.92
L100886,Medium,Energy,2.76,137,Owner,6,4,0,0,4,Lead,Partner,EMEA,0,14,0.08852289061694014,0,3814.24
L100887,Small,Healthcare,6.23,144,CxO,4,3,1,0,7,Closed Won,Cold Email,North America,0,28,0.0604513843483483,0,5553.39
L100888,Small,Retail,20.45,140,Manager,6,3,0,0,61,Closed Won,Website,APAC,1,32,0.131947855639401,0,12664.42
L100889,Small,Energy,5.02,174,VP,3,0,0,0,50,Opportunity,Cold Email,LATAM,0,8,0.08781696628528762,0,4841.88
L100890,Medium,Retail,47.68,144,Director,2,4,0,0,33,MQL,Cold Email,North America,0,13,0.06671088650423035,0,27925.31
L100891,Large,Manufacturing,35.12,142,Engineer,4,4,1,0,40,Opportunity,LinkedIn,EMEA,1,36,0.14286227430441426,0,43130.47
L100892,Large,Education,3.05,158,Engineer,7,3,0,0,19,Closed Won,Partner,India,0,22,0.14503185300493662,0,7295.74
L100893,Small,Software,5.79,165,CxO,6,4,0,0,81,Closed Lost,Event,APAC,0,28,0.02205536758136343,0,5229.83
L100894,Medium,Energy,26.31,156,VP,10,3,2,0,102,Lead,Event,India,0,57,0.038784498687065336,0,16373.66
L100895,Small,Finance,25.3,137,Engineer,5,1,1,0,154,Lead,LinkedIn,India,0,26,0.0,0,16442.39
L100896,Small,Software,111.99,143,VP,5,1,0,1,119,Opportunity,Cold Email,APAC,0,5,0.10036139040838588,0,60862.18
L100897,Large,Manufacturing,5.05,146,CxO,6,7,1,0,82,Lead,Cold Email,EMEA,0,2,0.02898892978304055,0,11601.53
L100898,Small,Manufacturing,52.42,159,Manager,6,2,0,0,72,MQL,Cold Email,India,0,38,0.01166975371904564,0,24738.35
L100899,Small,Software,4.88,157,Engineer,2,6,0,1,83,Opportunity,LinkedIn,India,1,58,0.06438594896501038,0,6534.27
L100900,Small,Finance,20.09,144,Director,3,4,1,1,15,SQL,Partner,North America,1,6,0.1975869242193747,0,12222.66
L100901,Small,Energy,29.74,159,Analyst,5,6,0,0,77,Lead,Referral,APAC,1,46,0.01706434777911534,0,19251.6
L100902,Small,Energy,0.61,155,CxO,4,2,0,0,6,Lead,Website,LATAM,2,54,0.03919927377991696,0,3273.64
L100903,Medium,Software,30.3,156,Analyst,10,3,0,0,148,Closed Lost,Partner,India,3,25,0.0,0,30397.38
L100904,Small,Retail,48.65,147,Manager,4,1,0,0,44,SQL,Website,North America,0,10,0.06886420605961827,0,23783.71
L100905,Large,Healthcare,36.45,152,Director,6,3,0,0,121,MQL,Referral,APAC,0,18,0.0,0,24890.59
L100906,Large,Education,94.95,166,Analyst,5,3,0,0,93,Opportunity,Referral,LATAM,0,18,0.0672678606285291,0,49830.41
L100907,Small,Retail,31.98,144,Director,9,2,0,0,154,Opportunity,Partner,LATAM,0,49,0.0,0,15109.39
L100908,Small,Energy,7.12,173,Engineer,5,1,0,0,129,Closed Lost,Event,India,0,52,0.0,0,4599.43
L100909,Small,Healthcare,42.06,159,VP,10,2,0,0,12,MQL,Event,EMEA,1,13,0.09990342127708093,1,29947.59
L100910,Medium,Education,6.73,151,CxO,8,3,0,0,116,Closed Lost,Website,APAC,0,4,0.029650461681003545,0,4639.59
L100911,Small,Education,13.23,152,Director,6,5,0,0,146,Opportunity,Event,North America,1,19,0.0,0,9697.82
L100912,Medium,Education,27.99,169,Engineer,6,3,0,0,105,Lead,Cold Email,APAC,0,57,0.0,0,19941.26
L100913,Small,Manufacturing,19.07,157,Manager,4,2,0,0,53,MQL,Cold Email,North America,0,8,0.00302924768612206,0,10711.99
L100914,Medium,Education,47.05,155,Owner,5,1,0,0,137,Lead,Referral,India,0,49,0.0,0,25926.64
L100915,Small,Finance,146.74,158,Director,2,2,0,0,130,Lead,Partner,APAC,0,10,0.0,0,76803.47
L100916,Small,Software,3.91,163,Manager,3,6,1,0,144,Closed Lost,Event,India,0,32,0.0,0,2624.02
L100917,Large,Energy,8.77,160,CxO,7,4,1,0,137,Lead,Referral,EMEA,1,12,0.0,0,28704.55
L100918,Medium,Finance,16.72,169,Engineer,4,0,1,0,42,SQL,Cold Email,North America,0,57,0.03489325933747225,0,11498.1
L100919,Small,Software,7.67,141,Manager,6,5,0,0,50,MQL,LinkedIn,EMEA,1,42,0.06420759964378792,0,5917.06
L100920,Large,Retail,11.29,156,VP,4,3,0,0,177,Closed Lost,Event,North America,0,40,0.0,0,17635.12
L100921,Medium,Retail,26.46,157,Analyst,4,4,1,0,0,Lead,Event,EMEA,1,3,0.09507046216016936,0,25199.48
L100922,Large,Software,23.17,167,Manager,4,5,0,0,19,MQL,Partner,APAC,0,35,0.11730771636737893,0,20292.09
L100923,Medium,Finance,15.6,133,Manager,7,0,0,0,86,Closed Won,Event,North America,0,41,0.08686568465855095,1,28749.25
L100924,Small,Software,14.12,148,Engineer,5,5,0,0,114,Closed Lost,Event,India,0,46,0.0,0,5976.4
L100925,Small,Education,9.74,165,Engineer,5,2,0,0,41,Closed Lost,Partner,North America,1,27,0.00010940477637908647,0,6543.13
L100926,Small,Manufacturing,49.63,143,Director,7,2,0,0,53,Lead,Website,LATAM,0,23,0.035667156046422635,0,19846.12
L100927,Medium,Energy,64.29,155,Analyst,2,4,0,0,98,Opportunity,Event,North America,0,54,0.009278975169463596,0,37002.94
L100928,Medium,Retail,33.74,162,Manager,6,0,0,0,56,Closed Won,Partner,North America,1,42,0.06881809728346161,0,32075.09
L100929,Small,Energy,3.86,145,Manager,6,4,1,0,45,Opportunity,Referral,LATAM,1,0,0.1051299604779193,0,3266.87
L100930,Small,Manufacturing,9.37,148,Engineer,5,2,0,0,141,Closed Won,Referral,EMEA,1,57,0.009417381726865888,0,7954.33
L100931,Large,Education,14.87,157,Owner,5,1,0,0,75,Closed Lost,Cold Email,EMEA,0,18,0.03112837171867189,0,16408.04
L100932,Large,Education,4.76,142,VP,4,3,1,0,131,Closed Lost,LinkedIn,North America,0,57,0.0,0,11257.58
L100933,Medium,Retail,13.19,172,Owner,4,6,0,0,99,SQL,Partner,EMEA,1,21,0.036236809713606266,0,17492.21
L100934,Small,Retail,12.46,154,Engineer,6,5,0,0,99,SQL,Event,LATAM,0,15,0.07313597054712556,0,4506.88
L100935,Small,Education,36.02,168,VP,5,3,0,0,20,Closed Won,Referral,India,0,21,0.07749031512860462,0,18372.61
L100936,Small,Healthcare,7.4,145,Analyst,2,1,0,0,128,Closed Lost,LinkedIn,EMEA,0,37,0.0,0,0.0
L100937,Large,Energy,38.99,147,Owner,2,2,0,0,59,Closed Won,Event,North America,0,53,0.05369335048419383,0,28146.46
L100938,Small,Manufacturing,4.68,159,Engineer,3,2,0,0,22,MQL,Partner,India,0,23,0.042930148707261286,0,2114.55
L100939,Medium,Energy,5.38,156,Analyst,4,3,1,0,15,SQL,Referral,India,0,22,0.11128432164121976,1,16881.76
L100940,Small,Manufacturing,8.34,168,CxO,5,3,0,0,13,Closed Lost,Cold Email,India,1,27,0.010014566186697257,0,4162.85
L100941,Medium,Healthcare,12.78,143,Manager,6,2,1,0,104,MQL,Referral,North America,1,34,0.06370932416324714,0,18497.18
L100942,Medium,Finance,1.09,147,Analyst,9,2,1,0,117,Opportunity,Cold Email,India,0,59,0.013574450446391127,0,849.92
L100943,Large,Manufacturing,19.28,131,VP,3,7,0,1,76,SQL,Partner,LATAM,0,3,0.08998112304622777,0,10523.37
L100944,Small,Energy,67.31,163,CxO,5,3,0,0,129,MQL,Website,India,0,2,0.0,0,37609.09
L100945,Small,Software,23.37,145,VP,3,3,0,0,76,Lead,Partner,LATAM,0,40,0.0,0,10226.36
L100946,Small,Education,9.87,176,Director,4,6,0,0,134,Opportunity,Cold Email,North America,1,52,0.0,0,6045.88
L100947,Large,Education,4.12,166,Director,3,2,0,0,77,SQL,Event,North America,0,56,0.043377691849096484,0,12766.15
L100948,Large,Healthcare,1.99,137,Manager,9,5,0,0,69,Lead,Referral,North America,0,54,0.10475575205825069,1,56977.9
L100949,Medium,Manufacturing,2.36,144,CxO,6,3,0,0,77,Closed Won,Referral,India,0,31,0.09211943220845263,0,7063.15
L100950,Medium,Finance,10.69,176,CxO,1,4,0,0,139,Lead,Cold Email,EMEA,1,47,0.0,0,14188.13
L100951,Medium,Manufacturing,100.17,146,Director,5,4,0,0,151,Closed Won,Referral,EMEA,0,16,0.0,0,53621.39
L100952,Small,Education,0.8,140,Manager,6,1,0,0,149,Closed Won,Cold Email,India,0,56,0.01573648975036819,0,3382.28
L100953,Large,Retail,24.54,133,Analyst,6,0,0,0,45,Closed Won,Event,APAC,2,17,0.1540963856888505,0,48055.19
L100954,Small,Software,6.19,134,Director,4,6,0,0,84,Closed Won,Website,APAC,0,44,0.02234558310033583,0,2271.91
L100955,Small,Healthcare,8.71,159,CxO,4,3,1,0,111,Opportunity,Partner,LATAM,1,9,0.02269461374476763,0,2839.55
L100956,Medium,Retail,4.77,140,VP,3,1,1,0,157,Closed Lost,Event,EMEA,0,30,0.0,0,10133.36
L100957,Small,Energy,3.1,155,Owner,2,1,1,0,3,Closed Won,Event,India,0,49,0.09064292687480432,0,4944.05
L100958,Small,Finance,13.81,134,CxO,3,3,2,0,165,Closed Won,LinkedIn,North America,1,35,0.0,0,9829.14
L100959,Medium,Retail,15.84,149,Manager,4,5,0,0,43,Closed Won,Referral,EMEA,1,5,0.08780724659874625,0,15487.68
L100960,Small,Energy,23.77,142,CxO,5,4,0,0,24,SQL,Referral,India,0,5,0.06604131294614728,0,12673.89
L100961,Medium,Retail,2.26,147,Engineer,5,3,1,0,73,Closed Lost,LinkedIn,APAC,1,57,0.02216780103045826,0,7302.74
L100962,Small,Finance,29.19,157,CxO,2,2,0,0,97,MQL,Website,APAC,1,24,0.0,0,16032.34
L100963,Small,Retail,29.72,144,Engineer,2,1,1,0,79,Lead,Cold Email,APAC,0,56,0.0,0,16198.46
L100964,Small,Healthcare,18.62,166,Director,4,3,0,0,55,Lead,LinkedIn,LATAM,0,15,0.050398290658598896,0,9692.85
L100965,Small,Education,8.0,145,Analyst,5,7,2,0,3,MQL,Cold Email,India,0,51,0.023833712120905848,0,3862.78
L100966,Medium,Manufacturing,16.58,153,Engineer,6,2,0,0,172,Opportunity,Event,India,0,52,0.03147262032323298,0,7008.2
L100967,Small,Retail,10.38,140,CxO,6,5,0,0,120,Closed Won,Event,North America,0,13,0.006780195356071907,0,5444.99
L100968,Medium,Healthcare,32.09,154,Analyst,6,3,0,0,82,Closed Lost,LinkedIn,India,1,2,0.053739436212611354,0,24118.61
L100969,Medium,Manufacturing,8.44,150,Owner,4,1,0,0,95,Closed Lost,Referral,North America,0,42,0.004712412083404574,0,5113.22
L100970,Medium,Energy,13.57,147,Analyst,9,4,1,0,12,SQL,Cold Email,APAC,1,52,0.1904089415679535,0,12329.07
L100971,Large,Manufacturing,2.14,177,CxO,2,1,0,0,18,Lead,LinkedIn,EMEA,0,22,0.09194799723400868,0,9347.7
L100972,Medium,Energy,16.53,147,CxO,5,3,0,0,8,MQL,Website,APAC,0,44,0.07172548542116271,0,9000.02
L100973,Small,Retail,5.76,168,Owner,8,2,1,0,99,Closed Won,LinkedIn,India,1,1,0.0712273122697878,0,4331.62
L100974,Small,Healthcare,20.34,126,Manager,6,0,0,1,59,Lead,Event,North America,0,57,0.09393689108928596,0,11893.59
L100975,Small,Education,26.8,164,Director,3,5,1,0,127,Lead,LinkedIn,APAC,0,49,0.0,0,13246.57
L100976,Medium,Retail,6.62,161,Engineer,5,2,1,0,160,Lead,Referral,India,1,0,0.0,0,9025.84
L100977,Small,Energy,12.57,148,VP,5,2,0,0,30,Closed Won,Partner,India,0,14,0.1407892274664031,0,8799.96
L100978,Medium,Finance,14.51,151,Engineer,6,6,2,0,61,Opportunity,Partner,North America,2,12,0.14854931534675497,0,24804.29
L100979,Medium,Manufacturing,17.6,139,CxO,9,4,0,0,104,MQL,Partner,LATAM,2,14,0.07228066271023795,0,18283.73
L100980,Small,Retail,26.84,127,VP,8,0,0,0,172,Closed Lost,Partner,EMEA,1,1,0.0,0,15435.82
L100981,Medium,Energy,23.55,166,VP,1,2,0,0,112,Closed Lost,Event,LATAM,1,20,0.0,0,16181.45
L100982,Small,Manufacturing,8.33,134,Engineer,7,2,1,0,177,Closed Lost,Cold Email,APAC,0,24,0.0,0,4356.11
L100983,Small,Energy,60.24,148,Owner,4,1,0,0,12,MQL,Cold Email,LATAM,1,4,0.08850957597359488,0,32258.15
L100984,Medium,Healthcare,25.84,144,Engineer,3,1,1,0,90,Lead,Cold Email,North America,1,26,0.0,0,24340.84
L100985,Medium,Software,49.66,146,Engineer,5,11,0,0,35,Closed Lost,Website,EMEA,2,56,0.08427308951900994,0,41364.05
L100986,Medium,Retail,17.23,150,Engineer,5,3,0,0,137,Closed Lost,Website,LATAM,0,17,0.0,0,8043.18
L100987,Small,Education,18.28,136,Owner,4,5,0,0,49,Opportunity,Cold Email,LATAM,0,27,0.051703754256829715,0,7266.34
L100988,Small,Retail,10.84,155,Owner,6,3,0,0,45,Opportunity,Event,EMEA,1,30,0.08454816213992476,0,6560.32
L100989,Large,Manufacturing,7.82,133,Director,9,5,1,0,59,Closed Won,Partner,APAC,1,58,0.17378973281657378,0,23505.18
L100990,Medium,Healthcare,32.31,161,Manager,8,3,0,0,111,MQL,Partner,North America,0,30,0.03376785611028457,0,21084.48
L100991,Medium,Energy,15.87,146,Manager,3,4,1,0,21,Closed Lost,Cold Email,EMEA,0,21,0.0054578720618188165,0,8491.43
L100992,Small,Finance,10.68,153,Engineer,3,5,0,0,59,Lead,Referral,APAC,0,48,0.0,0,7361.95
L100993,Medium,Education,4.38,163,Manager,5,4,0,1,161,Lead,Event,EMEA,0,27,0.0,0,5621.87
L100994,Small,Healthcare,57.69,146,Engineer,8,2,1,0,129,Opportunity,Referral,North America,0,16,0.02674344300245234,0,26055.55
L100995,Small,Retail,13.63,160,Engineer,6,4,0,0,83,SQL,Referral,North America,0,18,0.08514128223662332,0,10883.07
L100996,Large,Finance,3.57,153,Engineer,6,7,1,0,127,Closed Won,Event,LATAM,1,4,0.08783739245203251,0,13732.09
L100997,Small,Healthcare,13.22,149,Analyst,7,3,0,0,124,Opportunity,Event,LATAM,1,54,0.0,0,9925.65
L100998,Large,Software,9.97,145,Director,4,3,0,0,27,Closed Won,Website,India,1,47,0.1708520819827687,0,22345.93
L100999,Small,Education,9.56,143,CxO,7,3,1,0,60,Opportunity,Website,India,1,15,0.09715384700018427,0,8714.9
